id1,regneighborhood,id2,id3,id4,timestamp,startps,textps1,laddernow,ladder1yrago,ladder1yr,ladder5yr,textps2,textps3,thinkbad,baddream,badagain,badbody,badaway,baddo,badshare,badhappy,badfuture,badvex,badhear,badscare,badjump,badsad,badtired,badeat,badimportant,badreact,badadvice,badtalk,badspoiled,badfrust,badspirit,baddry,badsat,badburn,hardjokes,cheat,troublesome,selfdiscipline,frustrated,threaten,takethings,endps,rsmps,date,dup,starthg,texthousing1,dwelling,dwellingoth,walls,wallsoth,roof,roofoth,floor,flooroth,sleepstreet4w,sleepstreet4wamt,sleepstreet4wamtunit,sleepstreetnow,watersource,watersourceoth,toilet,toiletoth,bathe,batheoth,ownhouse,payrent,rent,rentunit,rooms,ownbed,sleepdry,sleepsafe,moneysafe,foodsafe,bussafe,othersafe,threatlife4w,threatlife4wx,physattack4w,physattack4wx,fearattack,fearpeople,endhg,rsmhg,startdrugs,textdrug1,selfdrinkbeerwine,drinkbeerwinexamt,drinkbeerwinexamtunit,drinkbeerwinemuch,drinkbeerwine7ddys,selfdrinkgin,drinkginxamt,drinkginxamtunit,drinkginmuch,drinkgin7ddys,addboozeprob,addboozetoler,adboozecantstop,druggrass,druggrass7dx,druggrassxamt,druggrassevday,addgrassprob,addgrasstoler,adgrasscantstop,drugntgrss,drugntgrssspecify,drugntgrsspecifyoth,drugntgrss4wx,drugntgrss4wamt,drugntgrss4wamtunit,drugntgrssevday,addntgrssprob,addntgrsstoler,adntgrsscantstop,selfdrugsell,selfdrugsellspecify,selfdrugsellspecifyoth,enddrugs,rsmda
20221,Redlight,0,0,pq0127,6/28/2011 13:14,CLICK TO BEGIN,,0,0,1,4,,,2-Sometimes,3-One one time,4-Never,4-Never,3-One one time,1-Everytime,4-Never,3-One one time,4-Never,3-One one time,3-One one time,4-Never,2-Sometimes,2-Sometimes,4-Never,3-One one time,2-Sometimes,4-Never,4-Never,4-Never,3-One one time,2-Sometimes,4-Never,4-Never,2-Sometimes,3-One one time,3-One one time,4-Never,2-Sometimes,2-Sometimes,4-Never,4-Never,2-Sometimes,CLICK TO CONTINUE,Click to resume later,28jun2011,0,Click to begin,,1-House/Hut/Room in a house,,2-Cement/Stone blocks,,1- Zinc/Metal,,1-Concrete/stone,,N,,,N,3-Community well,,5-Common pit latrine,,1-Community bathroom,,Y,3-Free,,,3,1-Sponge mattress,"3-No, big water",1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,N,,Y,1,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,0-No,,,,,0-No,,,,,,,,1-Yes,3,10,0-No,1-Everytime,0-No,1-Yes,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20222,Redlight,0,0,D9585WQ28Y,6/24/2011 16:38,CLICK TO BEGIN,,1,1,2,3,,,3-One one time,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,1-Everytime,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,2-Sometimes,3-One one time,3-One one time,4-Never,4-Never,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,2-Sometimes,2-Sometimes,3-One one time,3-One one time,CLICK TO CONTINUE,Click to resume later,24jun2011,0,Click to begin,,7-Market House/business place,,,,,,,,Y,30,Day,Y,2-Community pump,,8-Government toilet,,1-Community bathroom,,N,3-Free,,,0,6-Other poor materials,1-Yes,0-No,0-No,1-Yes,0-No,0-No,Y,3,Y,3,Y,Y,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,50,LD,2-Some,2,0-No,,,,,3-One one time,4-Never,0-No,1-Yes,7,70,1-Yes,1-Everytime,1-Yes,0-No,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20223,Redlight,0,0,pz0122,6/17/2011 14:49,CLICK TO BEGIN,,6,5,8,10,,,3-One one time,2-Sometimes,4-Never,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,3-One one time,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,3-One one time,3-One one time,2-Sometimes,2-Sometimes,4-Never,4-Never,3-One one time,3-One one time,4-Never,3-One one time,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,2-Sometimes,CLICK TO CONTINUE,Click to resume later,17jun2011,0,Click to begin,,1-House/Hut/Room in a house,,4-Dirt block,,1- Zinc/Metal,,1-Concrete/stone,,N,,,N,4-Buy in bag,,8-Government toilet,,2-Private bathroom,,N,1-Rent,350,LD,2,1-Sponge mattress,"3-No, big water",0-No,0-No,0-No,0-No,1-Yes,N,,N,,Y,Y,CLICK TO CONTINUE,Click to resume later,Click to begin ,,0-No,,,,,1-Yes,50,LD,3-Small,1,4-Never,3-One one time,1-Yes,1-Yes,7,100,1-Yes,98-Refuse to answer,0-No,0-No,1-Yes,1-Diazepan;2-Bubble/10-10/Valium;3-Italian/Tie White;6-Brown brown;7-Dugee,,7,40,USD,1-Yes,98-Refuse to answer,1-Yes,4-Never,1-Yes,1-Marijuana/Grass/Opium;2-Diazepan/Bubble/10-10/Valium;3-Dugee/ItalianWhite/RollingTa,,CLICK TO CONTINUE,Resume later
20224,Redlight,0,0,ipaq5,6/16/2011 16:00,CLICK TO BEGIN,,4,5,6,7,,,1-Everytime,3-One one time,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,1-Everytime,2-Sometimes,3-One one time,3-One one time,4-Never,3-One one time,2-Sometimes,2-Sometimes,3-One one time,3-One one time,4-Never,4-Never,3-One one time,3-One one time,2-Sometimes,4-Never,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,3-One one time,3-One one time,4-Never,CLICK TO CONTINUE,Click to resume later,16jun2011,0,Click to begin,,1-House/Hut/Room in a house,,4-Dirt block,,1- Zinc/Metal,,1-Concrete/stone,,Y,7,Week,N,3-Community well,,8-Government toilet,,3-River / Beach / Outside,,N,3-Free,,,2,6-Other poor materials,1-Yes,1-Yes,0-No,0-No,0-No,1-Yes,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,0-No,,,,,0-No,,,,,,,,1-Yes,6,20,1-Yes,1-Everytime,1-Yes,1-Yes,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20225,Redlight,0,0,pq0132,6/30/2011 12:47,CLICK TO BEGIN,,2,1,3,5,,,3-One one time,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,3-One one time,2-Sometimes,3-One one time,4-Never,4-Never,3-One one time,1-Everytime,2-Sometimes,4-Never,3-One one time,4-Never,2-Sometimes,3-One one time,2-Sometimes,4-Never,3-One one time,3-One one time,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,4-Never,2-Sometimes,CLICK TO CONTINUE,Click to resume later,30jun2011,0,Click to begin,,7-Market House/business place,,1-Zinc/Metal,,,,,,Y,5,Day,Y,4-Buy in bag,,8-Government toilet,,1-Community bathroom,,N,3-Free,,,0,6-Other poor materials,"3-No, big water",0-No,0-No,0-No,0-No,0-No,Y,1,N,,Y,Y,CLICK TO CONTINUE,Click to resume later,Click to begin ,,0-No,,,,,0-No,,,,,,,,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20227,Redlight,0,0,pq0160,6/13/2011 11:48,CLICK TO BEGIN,,2,1,3,5,,,2-Sometimes,2-Sometimes,4-Never,4-Never,2-Sometimes,2-Sometimes,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,2-Sometimes,2-Sometimes,4-Never,4-Never,2-Sometimes,4-Never,2-Sometimes,4-Never,2-Sometimes,2-Sometimes,4-Never,3-One one time,4-Never,4-Never,3-One one time,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,13jun2011,0,Click to begin,,1-House/Hut/Room in a house,,1-Zinc/Metal,,1- Zinc/Metal,,1-Concrete/stone,,N,,,N,2-Community pump,,5-Common pit latrine,,2-Private bathroom,,N,3-Free,,,2,6-Other poor materials,"3-No, big water",1-Yes,0-No,1-Yes,0-No,1-Yes,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,150,LD,1-Plenty,.2,1-Yes,10,LD,2-Some,7,4-Never,2-Sometimes,1-Yes,1-Yes,7,20,1-Yes,4-Never,1-Yes,1-Yes,1-Yes,3-Italian/Tie White;5-Rolling Tide,,28,50,LD,1-Yes,4-Never,1-Yes,2-Sometimes,0-No,,,CLICK TO CONTINUE,Resume later
20228,Redlight,0,0,pz0121,6/25/2011 10:38,CLICK TO BEGIN,,1,0,5,8,,,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,3-One one time,3-One one time,2-Sometimes,1-Everytime,3-One one time,2-Sometimes,3-One one time,1-Everytime,1-Everytime,1-Everytime,3-One one time,2-Sometimes,2-Sometimes,3-One one time,4-Never,1-Everytime,3-One one time,1-Everytime,3-One one time,4-Never,3-One one time,CLICK TO CONTINUE,Click to resume later,25jun2011,0,Click to begin,,1-House/Hut/Room in a house,,2-Cement/Stone blocks,,1- Zinc/Metal,,6-Tarpaulin/Plastic,,N,,,N,4-Buy in bag,,8-Government toilet,,1-Community bathroom,,Y,1-Rent,500,LD,4,3-Mat,"2-No, small water/leaks",0-No,0-No,1-Yes,0-No,1-Yes,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,30,LD,2-Some,1,1-Yes,40,LD,2-Some,3,4-Never,4-Never,1-Yes,1-Yes,22,60,1-Yes,4-Never,1-Yes,0-No,1-Yes,4-Coco;5-Rolling Tide;7-Dugee,,8,4200,LD,1-Yes,4-Never,1-Yes,1-Everytime,0-No,,,CLICK TO CONTINUE,Resume later
20229,Redlight,0,0,pq0129,6/23/2011 15:46,CLICK TO BEGIN,,1,2,10,10,,,4-Never,4-Never,4-Never,4-Never,3-One one time,2-Sometimes,4-Never,3-One one time,4-Never,3-One one time,4-Never,3-One one time,3-One one time,2-Sometimes,2-Sometimes,3-One one time,4-Never,4-Never,4-Never,4-Never,2-Sometimes,2-Sometimes,4-Never,2-Sometimes,2-Sometimes,3-One one time,3-One one time,4-Never,3-One one time,1-Everytime,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,23jun2011,0,Click to begin,,1-House/Hut/Room in a house,,2-Cement/Stone blocks,,1- Zinc/Metal,,1-Concrete/Stone,,Y,4,Day,Y,3-Community well,,1-Bush,,3-River / Beach / Outside,,N,3-Free,,,6,7-Floor/ground,"3-No, big water",0-No,0-No,0-No,0-No,0-No,Y,2,N,2,Y,Y,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,310,LD,1-Plenty,2,1-Yes,25,LD,2-Some,1,4-Never,4-Never,0-No,1-Yes,2,20,1-Yes,3-One one time,1-Yes,1-Yes,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20230,Redlight,0,0,pq0161,6/27/2011 13:50,CLICK TO BEGIN,,1,5,8,10,,,3-One one time,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,3-One one time,4-Never,4-Never,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,3-One one time,3-One one time,2-Sometimes,3-One one time,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,4-Never,4-Never,1-Everytime,4-Never,2-Sometimes,4-Never,CLICK TO CONTINUE,Click to resume later,27jun2011,0,Click to begin,,1-House/Hut/Room in a house,,5-Straw/Thatch/Mats,,2-Tarpaulin/Plastic,,5-Bare ground,,Y,0,Day,N,3-Community well,,5-Common pit latrine,,2-Private bathroom,,N,1-Rent,200,LD,4,5-Other bed,"3-No, big water",1-Yes,0-No,0-No,0-No,1-Yes,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,480,LD,1-Plenty,1,1-Yes,50,LD,1-Plenty,4,1-Everytime,3-One one time,1-Yes,1-Yes,70,40,1-Yes,1-Everytime,0-No,1-Yes,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20231,Redlight,0,0,pq0132,6/18/2011 12:16,CLICK TO BEGIN,,3,2,5,6,,,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,1-Everytime,2-Sometimes,3-One one time,4-Never,3-One one time,4-Never,4-Never,3-One one time,3-One one time,3-One one time,2-Sometimes,4-Never,4-Never,4-Never,4-Never,3-One one time,3-One one time,4-Never,4-Never,4-Never,3-One one time,4-Never,4-Never,3-One one time,2-Sometimes,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,18jun2011,0,Click to begin,,1-House/Hut/Room in a house,,4-Dirt block,,1- Zinc/Metal,,2-Red earth,,N,,,N,3-Community well,,7-River / Creek / Beach,,3-River / Beach / Outside,,Y,3-Free,,,3,1-Sponge mattress,"2-No, small water/leaks",1-Yes,0-No,1-Yes,1-Yes,0-No,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,600,LD,3-Small,1,0-No,,,,,,,,1-Yes,4,20,1-Yes,2-Sometimes,1-Yes,1-Yes,1-Yes,3-Italian/Tie White,,2,5000,LD,1-Yes,1-Everytime,1-Yes,1-Everytime,0-No,,,CLICK TO CONTINUE,Resume later
20232,Redlight,0,0,pq0129,6/22/2011 10:54,CLICK TO BEGIN,,1,2,3,5,,,4-Never,3-One one time,4-Never,2-Sometimes,4-Never,4-Never,2-Sometimes,4-Never,2-Sometimes,3-One one time,4-Never,4-Never,2-Sometimes,3-One one time,2-Sometimes,3-One one time,4-Never,4-Never,4-Never,3-One one time,4-Never,4-Never,4-Never,3-One one time,2-Sometimes,3-One one time,4-Never,4-Never,3-One one time,1-Everytime,1-Everytime,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,22jun2011,0,Click to begin,,96-Other,Sleep with my friends around,2-Cement/Stone blocks,,1- Zinc/Metal,,1-Concrete/stone,,Y,30,Day,Y,4-Buy in bag,,8-Government toilet,,3-River / Beach / Outside,,N,2-Services,,,0,3-Mat,"3-No, big water",97-Don't know,0-No,0-No,0-No,0-No,N,,Y,2,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,340,LD,3-Small,1,1-Yes,50,LD,3-Small,1,1-Everytime,2-Sometimes,0-No,1-Yes,20,50,1-Yes,1-Everytime,1-Yes,0-No,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20233,Redlight,0,0,ipaq4,6/13/2011 17:24,CLICK TO BEGIN,,1,1,10,9,,,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,3-One one time,3-One one time,3-One one time,3-One one time,4-Never,4-Never,2-Sometimes,2-Sometimes,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,2-Sometimes,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,13jun2011,1,Click to begin,,1-House/Hut/Room in a house,,2-Cement/Stone blocks,,1- Zinc/Metal,,1-Concrete/Stone,,N,,,N,3-Community well,,3-Common flush toilet,,1-Community bathroom,,Y,3-Free,,,3,1-Sponge mattress,1-Yes,0-No,0-No,0-No,0-No,1-Yes,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,10,USD,1-Plenty,2,1-Yes,100,LD,1-Plenty,1,4-Never,2-Sometimes,1-Yes,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20234,Redlight,0,0,pz0121,6/15/2011 14:48,CLICK TO BEGIN,,2,2,4,8,,,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,1-Everytime,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,15jun2011,0,Click to begin,,96-Other,Mat house,5-Straw/Thatch/Mats,,1- Zinc/Metal,,1-Concrete/Stone,,N,,,N,5-Buy in bottles,,8-Government toilet,,2-Private bathroom,,N,3-Free,,,4,3-Mat,"3-No, big water",1-Yes,0-No,1-Yes,0-No,0-No,N,,N,,Y,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,300,LD,2-Some,1,0-No,,,,,2-Sometimes,4-Never,1-Yes,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20236,Redlight,0,0,pq0160,6/15/2011 10:42,CLICK TO BEGIN,,3,2,6,8,,,2-Sometimes,3-One one time,2-Sometimes,3-One one time,2-Sometimes,1-Everytime,1-Everytime,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,1-Everytime,2-Sometimes,1-Everytime,1-Everytime,2-Sometimes,3-One one time,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,1-Everytime,2-Sometimes,4-Never,1-Everytime,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,15jun2011,0,Click to begin,,96-Other,In the getto,5-Straw/Thatch/Mats,,2-Tarpaulin/Plastic,,2-Red earth,,Y,3,Day,N,4-Buy in bag,,9-Put in plastic and throw,,3-River / Beach / Outside,,N,3-Free,,,0,6-Other poor materials,"2-No, small water/leaks",0-No,0-No,0-No,0-No,97-Don't know,N,,Y,2,Y,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,20,LD,2-Some,2,0-No,,,,,2-Sometimes,4-Never,1-Yes,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20238,Redlight,0,0,ipaq27,6/15/2011 12:40,CLICK TO BEGIN,,1,1,3,7,,,4-Never,3-One one time,4-Never,4-Never,3-One one time,2-Sometimes,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,3-One one time,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,2-Sometimes,2-Sometimes,4-Never,4-Never,3-One one time,4-Never,2-Sometimes,3-One one time,4-Never,1-Everytime,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,15jun2011,0,Click to begin,,1-House/Hut/Room in a house,,2-Cement/Stone blocks,,1- Zinc/Metal,,1-Concrete/Stone,,N,,,N,1-Piped water,,5-Common pit latrine,,2-Private bathroom,,N,1-Rent,10,USD,4,1-Sponge mattress,"2-No, small water/leaks",1-Yes,1-Yes,1-Yes,0-No,1-Yes,N,,N,,Y,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,110,LD,3-Small,0,0-No,,,,,4-Never,4-Never,1-Yes,1-Yes,7,5,1-Yes,4-Never,1-Yes,1-Yes,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20240,Redlight,0,0,pz0121,6/18/2011 11:17,CLICK TO BEGIN,,3,2,4,5,,,2-Sometimes,3-One one time,3-One one time,3-One one time,2-Sometimes,3-One one time,4-Never,3-One one time,4-Never,2-Sometimes,4-Never,3-One one time,2-Sometimes,2-Sometimes,1-Everytime,3-One one time,2-Sometimes,3-One one time,3-One one time,2-Sometimes,2-Sometimes,3-One one time,4-Never,2-Sometimes,3-One one time,3-One one time,2-Sometimes,4-Never,3-One one time,1-Everytime,3-One one time,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,18jun2011,0,Click to begin,,1-House/Hut/Room in a house,,4-Dirt block,,2-Tarpaulin/Plastic,,1-Concrete/Stone,,N,,,N,4-Buy in bag,,8-Government toilet,,1-Community bathroom,,N,1-Rent,350,LD,4,1-Sponge mattress,"3-No, big water",0-No,1-Yes,0-No,0-No,1-Yes,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,240,LD,3-Small,1,1-Yes,40,LD,3-Small,0,2-Sometimes,2-Sometimes,1-Yes,1-Yes,7,5,1-Yes,3-One one time,1-Yes,0-No,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20241,Redlight,0,0,ipaq27,6/12/2011 1:07,CLICK TO BEGIN,,1,1,2,4,,,2-Sometimes,2-Sometimes,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,1-Everytime,2-Sometimes,1-Everytime,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,1-Everytime,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,1-Everytime,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,1-Everytime,2-Sometimes,4-Never,2-Sometimes,CLICK TO CONTINUE,Click to resume later,12jun2011,0,Click to begin,,1-House/Hut/Room in a house,,4-Dirt block,,1- Zinc/Metal,,1-Concrete/Stone,,N,,,N,1-Piped water,,8-Government toilet,,1-Community bathroom,,N,1-Rent,400,LD,3,1-Sponge mattress,"3-No, big water",0-No,0-No,1-Yes,1-Yes,1-Yes,Y,1,Y,1,Y,Y,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,310,LD,1-Plenty,2,1-Yes,20,LD,3-Small,4,4-Never,4-Never,0-No,1-Yes,14,50,1-Yes,4-Never,1-Yes,1-Yes,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20242,Redlight,0,0,pz0124,6/28/2011 11:57,CLICK TO BEGIN,,2,1,3,5,,,3-One one time,2-Sometimes,4-Never,3-One one time,2-Sometimes,4-Never,3-One one time,2-Sometimes,3-One one time,4-Never,4-Never,4-Never,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,4-Never,3-One one time,2-Sometimes,3-One one time,2-Sometimes,4-Never,3-One one time,2-Sometimes,4-Never,4-Never,2-Sometimes,4-Never,1-Everytime,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,28jun2011,0,Click to begin,,1-House/Hut/Room in a house,,2-Cement/Stone blocks,,1- Zinc/Metal,,1-Concrete/Stone,,Y,5,Day,Y,4-Buy in bag,,8-Government toilet,,1-Community bathroom,,N,3-Free,,,8,1-Sponge mattress,1-Yes,1-Yes,0-No,0-No,0-No,0-No,N,,Y,1,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,75,LD,2-Some,4,1-Yes,40,LD,2-Some,7,2-Sometimes,2-Sometimes,0-No,1-Yes,7,100,1-Yes,2-Sometimes,0-No,1-Yes,1-Yes,3-Italian/Tie White,,8,2000,LD,1-Yes,2-Sometimes,1-Yes,2-Sometimes,1-Yes,1-Marijuana/Grass/Opium;3-Dugee/ItalianWhite/RollingTa,,CLICK TO CONTINUE,Resume later
20243,Redlight,0,0,pq0131,6/15/2011 15:01,CLICK TO BEGIN,,4,1,3,6,,,2-Sometimes,3-One one time,4-Never,3-One one time,4-Never,3-One one time,2-Sometimes,3-One one time,2-Sometimes,3-One one time,3-One one time,2-Sometimes,3-One one time,3-One one time,2-Sometimes,3-One one time,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,4-Never,2-Sometimes,2-Sometimes,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,CLICK TO CONTINUE,Click to resume later,15jun2011,0,Click to begin,,1-House/Hut/Room in a house,,2-Cement/Stone blocks,,1- Zinc/Metal,,1-Concrete/Stone,,N,,,N,4-Buy in bag,,7-River / Creek / Beach,,3-River / Beach / Outside,,N,1-Rent,300,LD,3,7-Floor/ground,"2-No, small water/leaks",0-No,0-No,0-No,0-No,0-No,Y,4,N,,N,Y,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,0,LD,3-Small,1,0-No,,,,,4-Never,4-Never,0-No,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20245,Redlight,0,0,pq0127,6/14/2011 13:59,CLICK TO BEGIN,,1,1,2,6,,,2-Sometimes,4-Never,4-Never,3-One one time,4-Never,3-One one time,2-Sometimes,2-Sometimes,4-Never,3-One one time,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,3-One one time,2-Sometimes,3-One one time,3-One one time,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,3-One one time,1-Everytime,3-One one time,3-One one time,3-One one time,2-Sometimes,CLICK TO CONTINUE,Click to resume later,14jun2011,0,Click to begin,,6-Outside,,,,,,,,Y,12,Day,Y,4-Buy in bag,,8-Government toilet,,1-Community bathroom,,N,2-Services,,,0,3-Mat,"2-No, small water/leaks",0-No,0-No,0-No,0-No,0-No,Y,5,N,,N,Y,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,300,LD,2-Some,2,1-Yes,200,LD,1-Plenty,3,1-Everytime,1-Everytime,1-Yes,1-Yes,7,700,1-Yes,1-Everytime,1-Yes,1-Yes,1-Yes,3-Italian/Tie White;7-Dugee,,112,500,LD,1-Yes,1-Everytime,1-Yes,1-Everytime,1-Yes,3-Dugee/ItalianWhite/RollingTa,,CLICK TO CONTINUE,Resume later
20246,Redlight,0,0,pz0125,6/17/2011 15:26,CLICK TO BEGIN,,1,1,2,3,,,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,3-One one time,3-One one time,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,3-One one time,3-One one time,2-Sometimes,3-One one time,4-Never,4-Never,2-Sometimes,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,17jun2011,0,Click to begin,,6-Outside,,,,,,,,Y,25,Day,Y,4-Buy in bag,,5-Common pit latrine,,1-Community bathroom,,N,3-Free,,,0,6-Other poor materials,"2-No, small water/leaks",0-No,0-No,0-No,0-No,0-No,Y,4,Y,1,Y,Y,CLICK TO CONTINUE,Click to resume later,Click to begin ,,0-No,,,,,0-No,,,,,,,,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20247,Redlight,0,0,ipaq27,6/14/2011 23:52,CLICK TO BEGIN,,1,1,7,9,,,4-Never,4-Never,4-Never,4-Never,1-Everytime,2-Sometimes,3-One one time,2-Sometimes,4-Never,4-Never,4-Never,4-Never,4-Never,3-One one time,2-Sometimes,4-Never,2-Sometimes,4-Never,4-Never,2-Sometimes,2-Sometimes,4-Never,4-Never,4-Never,2-Sometimes,2-Sometimes,1-Everytime,4-Never,4-Never,1-Everytime,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,14jun2011,0,Click to begin,,7-Market House/business place,,,,,,,,Y,25,Day,Y,4-Buy in bag,,8-Government toilet,,3-River / Beach / Outside,,N,3-Free,,,0,7-Floor/ground,1-Yes,0-No,0-No,0-No,0-No,0-No,Y,1,N,,Y,Y,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,20,LD,3-Small,0,0-No,,,,,4-Never,4-Never,0-No,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
